customer_id,signup_date,segment,region,monthly_fee,churn_month
138,2023-03-20,midmarket,APAC,109.86,11
139,2023-07-12,smb,North America,40.38,2
140,2025-06-07,smb,Europe,27.51,-1
141,2022-10-01,smb,Other,27.36,-1
142,2022-12-19,midmarket,North America,142.97,-1
143,2023-06-06,smb,North America,38.0,-1
144,2025-06-20,midmarket,North America,115.69,-1
145,2024-12-24,smb,North America,32.9,-1
146,2022-02-14,smb,Other,26.96,26
147,2022-10-26,smb,Other,28.15,-1
148,2024-11-14,smb,North America,38.76,-1
149,2022-03-16,midmarket,Other,94.72,5
150,2024-12-27,smb,North America,31.48,-1
151,2022-12-26,enterprise,Other,287.1,10
152,2025-03-16,smb,APAC,25.87,-1
153,2023-01-10,midmarket,North America,122.14,1
154,2023-07-09,enterprise,Europe,387.6,1
155,2024-04-24,enterprise,APAC,280.92,14
156,2022-06-11,midmarket,North America,124.62,18
157,2023-12-12,smb,North America,31.27,1
158,2023-10-07,smb,Europe,27.28,-1
159,2024-09-27,midmarket,North America,128.86,-1
160,2025-06-25,smb,North America,36.67,-1
161,2024-04-27,smb,North America,38.06,4
162,2023-06-07,midmarket,Europe,122.77,1
163,2023-06-03,midmarket,North America,111.47,1
164,2023-06-18,smb,Europe,36.13,-1
165,2024-11-04,smb,North America,33.63,-1
166,2023-02-14,midmarket,North America,140.24,-1
167,2022-08-02,smb,Europe,35.05,9
168,2023-03-03,midmarket,North America,123.33,1
169,2022-01-29,midmarket,Europe,111.53,11
170,2022-05-16,smb,North America,34.99,-1
171,2022-04-25,smb,Europe,33.61,-1
172,2024-09-11,smb,North America,34.29,-1
173,2024-07-10,enterprise,APAC,355.5,-1
174,2024-06-08,midmarket,North America,103.05,-1
175,2023-08-13,enterprise,APAC,337.54,-1
176,2024-07-03,midmarket,North America,119.92,1
177,2022-07-25,enterprise,North America,383.32,25
178,2025-02-23,smb,Europe,27.58,1
179,2023-10-02,smb,North America,35.53,-1
180,2025-04-11,smb,Europe,28.69,2
181,2022-07-14,midmarket,APAC,96.63,-1
182,2023-09-27,enterprise,APAC,281.3,-1
183,2024-06-07,smb,Europe,28.47,5
184,2023-09-25,enterprise,Other,340.0,15
185,2023-07-24,smb,Europe,35.08,5
186,2022-08-01,enterprise,North America,402.6,1
187,2023-05-02,smb,APAC,30.47,-1
188,2022-11-01,smb,North America,43.29,-1
189,2023-01-20,smb,North America,34.29,-1
190,2024-05-22,smb,North America,31.18,1
191,2024-03-15,smb,North America,30.37,6
192,2024-02-14,midmarket,North America,110.18,-1
193,2023-04-07,smb,North America,41.01,19
194,2025-05-09,smb,Europe,31.28,-1
195,2022-04-22,smb,APAC,31.44,10
196,2023-03-14,midmarket,Other,90.69,-1
197,2022-05-31,midmarket,North America,147.94,12
198,2023-03-09,smb,North America,34.22,11
199,2025-05-12,smb,Europe,25.5,-1
200,2023-04-13,midmarket,North America,112.68,1
201,2025-03-05,midmarket,North America,125.98,-1
202,2023-09-24,midmarket,Europe,116.03,-1
203,2024-06-11,smb,APAC,28.33,6
204,2023-08-07,midmarket,North America,134.58,1
205,2022-12-06,enterprise,Europe,339.21,1
206,2024-09-02,enterprise,Europe,329.54,-1
207,2025-05-21,smb,APAC,28.15,-1
208,2022-12-03,enterprise,North America,491.42,18
209,2024-09-20,enterprise,APAC,308.41,2
210,2022-11-30,smb,APAC,26.65,17
211,2024-07-03,midmarket,North America,136.11,-1
212,2024-10-03,smb,Europe,28.77,-1
213,2023-07-28,smb,Europe,30.37,-1
214,2024-07-29,midmarket,North America,105.46,-1
215,2022-12-14,midmarket,Europe,97.29,7
216,2022-04-12,midmarket,North America,140.34,-1
217,2022-05-03,enterprise,APAC,365.32,-1
218,2023-07-25,midmarket,North America,116.52,15
219,2025-02-25,midmarket,Europe,89.55,-1
220,2022-06-12,midmarket,North America,135.97,8
221,2023-08-05,smb,Europe,31.33,4
222,2024-06-17,enterprise,Europe,326.4,1
223,2022-09-16,midmarket,Europe,105.83,29
224,2024-07-09,smb,Europe,33.44,-1
225,2023-01-26,midmarket,North America,149.34,25
226,2024-10-28,midmarket,North America,112.05,-1
227,2024-01-10,enterprise,Europe,377.16,-1
228,2023-11-29,midmarket,North America,137.69,7
229,2022-08-14,midmarket,APAC,89.7,9
230,2023-08-15,smb,Europe,35.86,-1
231,2024-12-29,smb,APAC,26.44,-1
232,2022-01-25,midmarket,North America,140.35,-1
233,2024-08-25,midmarket,Europe,104.18,8
234,2023-09-21,smb,North America,33.74,19
235,2024-07-07,smb,APAC,29.47,-1
236,2024-04-26,midmarket,Europe,112.48,6
237,2023-07-06,midmarket,Europe,96.75,11
238,2023-01-29,midmarket,Europe,115.54,1
239,2024-03-11,smb,North America,40.31,-1
240,2022-06-28,midmarket,Europe,130.31,2
241,2024-01-16,midmarket,APAC,99.75,4
242,2022-05-01,midmarket,North America,123.22,19
243,2024-04-09,midmarket,Other,85.28,10
244,2024-03-13,smb,APAC,24.84,-1
245,2022-04-18,smb,Other,32.17,32
246,2024-08-24,smb,APAC,29.28,5
247,2023-06-15,midmarket,North America,142.91,-1
248,2024-10-01,midmarket,Europe,88.51,-1
249,2022-02-23,smb,North America,45.65,1
250,2022-08-17,smb,APAC,34.76,34
251,2023-09-23,enterprise,North America,439.7,-1
252,2022-08-29,midmarket,APAC,116.51,-1
253,2023-02-25,smb,North America,37.15,1
254,2024-04-22,smb,North America,33.29,1
255,2022-07-04,smb,North America,35.08,-1
256,2024-05-14,smb,Europe,26.22,1
257,2022-05-12,midmarket,North America,116.86,1
258,2022-08-12,midmarket,North America,141.25,4
259,2024-01-20,midmarket,North America,116.8,4
260,2024-10-09,smb,North America,29.59,-1
261,2022-08-06,smb,Other,25.45,-1
262,2023-01-18,midmarket,Europe,119.02,-1
263,2025-03-26,smb,North America,37.61,-1
264,2025-06-16,midmarket,North America,108.97,-1
265,2024-01-12,enterprise,North America,443.5,1
266,2023-07-25,midmarket,North America,144.6,-1
267,2023-03-19,smb,North America,40.02,20
268,2024-02-21,smb,North America,38.02,1
269,2024-01-25,smb,North America,37.07,11
270,2023-01-12,smb,North America,43.49,1
271,2022-01-30,smb,APAC,29.61,4
272,2022-07-13,smb,North America,42.47,-1
273,2025-05-08,smb,Europe,27.86,-1
274,2023-06-18,midmarket,Europe,99.21,17
275,2023-09-08,smb,APAC,30.67,-1
276,2023-08-20,smb,North America,40.38,20
277,2024-09-25,smb,APAC,29.81,1
278,2022-03-24,midmarket,APAC,120.55,1
279,2022-04-16,smb,Other,31.5,1
280,2022-12-18,smb,APAC,30.16,13
281,2023-09-13,midmarket,North America,141.85,-1
282,2024-05-06,smb,Other,23.67,12
283,2023-09-19,midmarket,APAC,85.66,-1
284,2023-07-17,midmarket,North America,124.02,-1
285,2025-04-11,midmarket,North America,116.13,-1
286,2022-07-25,smb,Other,30.49,-1
287,2023-12-31,smb,North America,39.41,-1
288,2023-11-23,midmarket,APAC,83.32,-1
289,2023-08-28,smb,North America,40.07,1
290,2024-10-27,midmarket,Europe,104.91,-1
291,2022-12-07,midmarket,North America,148.85,11
292,2025-05-02,smb,Europe,27.28,-1
293,2023-02-28,smb,Europe,34.07,-1
294,2023-11-27,smb,APAC,30.59,-1
295,2023-10-27,smb,North America,36.55,-1
296,2024-12-20,smb,North America,30.3,1
297,2023-07-15,midmarket,North America,109.51,-1
298,2022-12-30,midmarket,North America,115.77,-1
299,2022-01-28,enterprise,Other,339.48,1
300,2023-04-10,smb,North America,39.05,19
301,2024-11-20,smb,North America,34.7,1
302,2022-01-13,smb,APAC,33.51,34
303,2025-02-17,midmarket,North America,98.75,1
304,2023-11-24,enterprise,North America,368.49,-1
305,2022-06-28,smb,Europe,36.88,11
306,2023-01-21,smb,North America,41.24,1
307,2023-12-08,midmarket,APAC,102.48,-1
308,2023-02-07,midmarket,Europe,121.16,15
309,2022-05-19,midmarket,North America,154.3,1
310,2024-04-29,midmarket,Europe,119.16,-1
311,2024-05-07,midmarket,APAC,98.22,1
312,2022-06-01,midmarket,North America,127.53,16
313,2022-12-25,smb,Europe,28.39,-1
314,2022-11-08,midmarket,North America,136.87,20
315,2024-04-21,midmarket,Europe,102.98,-1
316,2024-07-20,enterprise,Europe,308.47,-1
317,2024-07-16,smb,North America,31.75,-1
318,2025-04-12,midmarket,Europe,111.46,-1
319,2024-09-07,midmarket,North America,102.44,-1
320,2023-02-14,enterprise,Europe,408.61,-1
321,2022-05-18,smb,Europe,38.5,1
322,2024-02-24,smb,North America,37.65,-1
323,2025-03-14,enterprise,North America,329.89,-1
324,2025-05-29,midmarket,APAC,97.35,-1
325,2022-10-21,midmarket,North America,138.39,-1
326,2022-10-29,smb,North America,36.01,11
327,2022-02-17,smb,North America,41.62,-1
328,2022-06-30,midmarket,Europe,104.47,1
329,2023-12-09,midmarket,North America,131.14,-1
330,2023-11-29,smb,APAC,31.75,-1
331,2023-04-19,smb,Europe,32.81,1
332,2023-01-31,midmarket,North America,148.1,7
333,2024-11-24,midmarket,Europe,99.42,1
334,2023-08-11,midmarket,North America,139.5,1
335,2024-10-28,smb,North America,36.97,-1
336,2025-05-14,smb,Europe,25.05,-1
337,2023-02-09,smb,North America,42.54,9
338,2022-09-16,smb,APAC,34.08,3
339,2025-04-30,midmarket,Europe,94.16,-1
340,2024-03-21,midmarket,North America,132.26,12
341,2023-01-07,enterprise,Other,294.76,27
342,2024-03-04,smb,Europe,26.49,5
343,2023-10-20,smb,North America,33.19,-1
344,2025-03-01,midmarket,Europe,98.62,-1
345,2022-11-23,enterprise,Other,281.38,13
346,2025-06-19,smb,North America,29.35,-1
347,2025-04-09,smb,North America,37.52,1
348,2022-08-19,smb,Europe,33.81,11
349,2022-07-30,midmarket,North America,147.21,15
350,2023-11-12,smb,North America,33.01,-1
351,2022-02-27,smb,Europe,30.54,19
352,2023-01-17,smb,APAC,32.27,2
353,2023-07-10,smb,Europe,30.66,7
354,2025-05-21,smb,North America,32.47,-1
355,2025-06-20,smb,North America,37.51,-1
356,2022-07-13,smb,North America,36.99,34
357,2025-02-11,midmarket,North America,113.67,-1
358,2022-04-27,midmarket,Europe,123.14,26
359,2024-08-13,smb,North America,30.27,-1
360,2024-12-15,smb,APAC,28.16,1
361,2025-02-10,enterprise,Europe,327.36,-1
362,2022-10-13,midmarket,Europe,103.83,10
363,2025-02-14,smb,APAC,25.61,-1
364,2022-05-28,smb,Europe,33.95,-1
365,2023-10-25,smb,APAC,29.67,15
366,2023-08-23,midmarket,APAC,111.52,12
367,2023-02-08,smb,Europe,35.53,-1
368,2022-01-29,smb,North America,38.83,-1
369,2024-09-12,midmarket,North America,134.35,1
370,2023-03-05,midmarket,APAC,109.89,-1
371,2024-04-24,smb,North America,30.27,-1
372,2023-06-08,enterprise,Other,277.45,12
373,2023-04-22,smb,North America,34.31,21
374,2025-02-04,smb,Europe,25.43,1
375,2022-05-01,smb,North America,39.34,15
376,2024-07-28,midmarket,Other,83.77,-1
377,2024-08-10,smb,North America,39.43,-1
378,2023-04-30,midmarket,North America,127.46,25
379,2022-12-01,smb,APAC,27.33,-1
380,2022-01-07,midmarket,North America,157.49,12
381,2025-04-10,smb,North America,33.19,-1
382,2025-04-24,smb,APAC,22.56,1
383,2022-11-04,midmarket,APAC,90.09,1
384,2022-02-10,midmarket,North America,144.59,11
385,2022-06-06,smb,Europe,34.14,-1
386,2022-03-28,enterprise,North America,472.77,-1
387,2024-11-26,midmarket,North America,128.72,1
388,2025-02-12,smb,Europe,30.65,-1
389,2022-07-15,smb,North America,43.39,-1
390,2024-08-10,smb,Europe,32.21,-1
391,2022-08-17,midmarket,North America,140.56,20
392,2023-04-14,smb,APAC,26.12,10
393,2024-02-04,smb,Europe,30.83,-1
394,2024-07-07,midmarket,North America,116.64,-1
395,2025-01-20,midmarket,APAC,91.28,-1
396,2022-02-27,midmarket,APAC,103.99,-1
397,2022-09-08,midmarket,North America,137.74,-1
398,2022-12-24,smb,Other,27.34,26
399,2023-01-31,enterprise,North America,442.21,-1
400,2025-06-27,smb,North America,31.66,-1
401,2024-09-18,midmarket,North America,131.95,-1
402,2023-02-13,midmarket,North America,124.85,3
403,2025-05-25,midmarket,Europe,104.79,1
404,2023-09-30,smb,Europe,32.88,-1
405,2023-10-01,smb,APAC,27.49,-1
406,2023-07-08,midmarket,North America,138.3,11
407,2022-07-03,midmarket,North America,151.42,22
408,2025-04-07,midmarket,North America,122.19,-1
409,2022-01-18,smb,North America,45.67,20
410,2022-08-11,midmarket,Other,96.84,34
411,2022-10-21,smb,Europe,37.72,24
412,2022-12-23,midmarket,APAC,114.13,11
413,2022-06-18,midmarket,Europe,126.48,10
414,2022-01-23,smb,North America,44.3,-1
415,2024-05-14,smb,North America,37.51,-1
416,2025-05-21,enterprise,North America,377.05,1
417,2022-06-05,smb,APAC,31.26,-1
418,2023-01-14,midmarket,North America,127.19,3
419,2023-10-09,midmarket,North America,130.86,-1
420,2025-03-29,midmarket,Europe,93.89,-1
421,2024-06-04,smb,North America,37.41,11
422,2024-09-04,smb,Europe,29.91,-1
423,2024-01-12,enterprise,North America,391.37,3
424,2023-06-17,smb,Europe,28.86,16
425,2022-09-12,smb,North America,35.93,19
426,2025-01-07,smb,APAC,27.41,-1
427,2024-10-23,smb,Europe,28.55,-1
428,2022-02-02,smb,North America,34.45,37
429,2024-07-01,smb,APAC,25.78,1
430,2022-04-18,midmarket,APAC,102.24,13
431,2024-07-31,midmarket,Europe,95.25,1
432,2024-11-19,smb,APAC,24.89,-1
433,2022-06-17,midmarket,APAC,112.01,7
434,2023-07-08,smb,North America,39.66,-1
435,2022-06-07,enterprise,North America,511.34,8
436,2023-12-25,smb,North America,31.88,1
437,2025-03-29,midmarket,Europe,93.5,-1
438,2022-04-14,smb,Other,25.62,-1
439,2023-05-23,midmarket,Europe,114.98,-1
440,2025-05-26,midmarket,North America,96.35,-1
441,2023-01-20,smb,Other,25.63,-1
442,2022-06-18,smb,Europe,35.09,-1
443,2023-09-16,smb,North America,35.01,-1
444,2023-10-11,smb,APAC,28.85,-1
445,2024-04-25,midmarket,North America,126.01,-1
446,2023-02-05,smb,Europe,36.26,23
447,2025-05-04,midmarket,Europe,94.85,-1
448,2023-10-27,smb,APAC,26.58,8
449,2023-01-01,midmarket,North America,131.93,-1
450,2025-05-10,enterprise,North America,327.17,-1
451,2025-03-26,smb,Europe,24.93,-1
452,2023-09-29,smb,APAC,28.2,-1
453,2022-02-01,midmarket,North America,125.75,2
454,2024-02-01,smb,North America,30.37,10
455,2023-12-10,smb,Other,28.05,-1
456,2022-07-09,midmarket,APAC,114.99,20
457,2024-03-19,smb,North America,31.71,-1
458,2024-12-08,midmarket,North America,118.08,1
459,2022-05-16,enterprise,Europe,449.68,1
460,2024-07-11,smb,Europe,28.09,1
461,2022-06-29,midmarket,Europe,125.37,27
462,2024-08-13,midmarket,APAC,83.26,-1
463,2023-06-19,smb,North America,41.92,3
464,2022-01-09,enterprise,APAC,306.05,1
465,2025-05-17,smb,North America,30.85,-1
466,2022-07-31,smb,APAC,35.01,1
467,2024-01-31,midmarket,North America,129.11,-1
468,2022-08-20,smb,North America,35.59,1
469,2025-04-05,enterprise,North America,410.8,-1
470,2024-07-31,smb,North America,38.86,-1
471,2024-10-23,enterprise,North America,388.93,1
472,2023-07-06,smb,Europe,28.8,1
473,2023-08-20,midmarket,APAC,91.45,-1
474,2024-03-20,smb,Europe,34.93,-1
475,2024-09-28,midmarket,Europe,91.99,-1
476,2024-12-16,midmarket,North America,109.32,-1
477,2022-01-23,smb,APAC,28.15,-1
478,2024-04-26,smb,North America,31.1,13
479,2022-05-20,smb,North America,39.77,-1
480,2023-01-03,enterprise,North America,421.23,-1
481,2024-11-24,enterprise,North America,335.45,-1
482,2022-11-16,midmarket,Europe,102.31,-1
483,2024-10-13,midmarket,North America,100.88,-1
484,2023-08-14,smb,North America,31.5,1
485,2022-10-24,smb,APAC,27.29,17
486,2023-03-03,smb,North America,40.42,20
487,2023-11-09,midmarket,Europe,92.19,-1
488,2024-09-03,midmarket,North America,110.85,-1
489,2024-02-13,smb,APAC,28.43,-1
490,2025-04-05,midmarket,Europe,105.76,-1
491,2025-01-12,smb,North America,35.4,-1
492,2024-08-19,midmarket,APAC,106.23,-1
493,2024-02-09,midmarket,North America,113.96,1
494,2023-01-05,smb,North America,32.33,1
495,2023-06-11,midmarket,Europe,95.32,-1
496,2022-06-01,smb,Europe,30.07,7
497,2023-04-23,midmarket,North America,146.83,1
498,2025-03-28,enterprise,North America,387.87,-1
499,2023-06-28,midmarket,North America,138.68,24
500,2022-05-26,midmarket,Europe,134.94,16
501,2024-04-11,smb,Other,28.76,-1
502,2025-05-13,midmarket,North America,109.58,-1
503,2025-01-11,smb,Other,27.64,-1
504,2022-12-16,smb,North America,37.46,1
505,2023-08-03,midmarket,APAC,87.18,9
506,2023-11-09,midmarket,APAC,98.51,-1
507,2022-11-13,midmarket,Europe,128.78,24
508,2022-12-09,smb,North America,41.48,21
509,2022-10-29,smb,North America,37.45,1
510,2025-06-23,midmarket,North America,124.0,-1
511,2024-08-09,smb,Europe,29.7,1
512,2024-12-08,smb,Other,26.36,-1
513,2024-11-07,midmarket,North America,110.66,-1
514,2025-05-08,midmarket,North America,102.38,1
515,2022-05-15,smb,North America,37.3,-1
516,2025-01-29,midmarket,Europe,111.48,1
517,2022-03-26,midmarket,Europe,136.37,2
518,2023-08-30,midmarket,North America,117.06,-1
519,2024-01-29,smb,APAC,25.22,-1
520,2023-04-02,midmarket,North America,111.98,-1
521,2022-07-06,midmarket,Europe,125.59,-1
522,2022-09-03,midmarket,North America,134.06,13
523,2024-11-18,smb,North America,34.55,-1
524,2023-02-11,midmarket,Europe,97.45,1
525,2023-01-31,smb,Europe,28.92,-1
526,2025-03-24,midmarket,North America,128.14,2
527,2022-07-03,midmarket,APAC,107.45,1
528,2025-03-13,smb,Europe,26.47,1
529,2025-03-21,smb,North America,30.32,-1
530,2024-02-03,midmarket,Other,83.29,1
531,2022-07-31,smb,Other,25.15,1
532,2022-07-18,smb,North America,33.86,1
533,2022-12-30,midmarket,Other,103.25,1
534,2024-01-07,smb,APAC,26.05,1
535,2022-07-16,smb,North America,37.79,1
536,2023-08-05,midmarket,Europe,110.78,-1
537,2022-05-28,smb,North America,37.38,6
538,2023-11-21,midmarket,Europe,107.21,1
539,2022-01-27,enterprise,Other,377.23,1
540,2024-06-23,smb,North America,32.22,-1
541,2022-03-12,smb,Europe,37.71,-1
542,2022-09-06,smb,North America,36.03,1
543,2022-08-11,smb,Europe,30.7,8
544,2024-11-26,smb,APAC,23.18,-1
545,2022-03-10,midmarket,North America,144.29,8
546,2023-07-02,smb,Europe,31.26,22
547,2024-01-25,smb,North America,38.73,-1
548,2023-10-21,smb,Europe,28.15,-1
549,2024-05-18,smb,Europe,31.45,-1
550,2024-10-21,midmarket,Europe,86.97,7
551,2023-05-18,enterprise,North America,392.23,-1
552,2024-11-22,midmarket,Europe,104.63,-1
553,2023-02-10,midmarket,Europe,97.82,1
554,2025-06-10,smb,Europe,27.38,-1
555,2023-10-06,smb,Europe,32.22,1
556,2024-07-28,midmarket,APAC,99.51,1
557,2025-01-21,midmarket,North America,122.34,-1
558,2024-10-08,smb,North America,30.56,-1
559,2024-12-22,midmarket,Other,74.72,-1
560,2023-11-16,smb,North America,34.85,-1
561,2022-02-25,midmarket,APAC,99.15,25
562,2023-09-22,midmarket,Europe,102.65,1
563,2022-08-20,midmarket,APAC,99.6,14
564,2025-02-08,smb,Europe,28.17,-1
565,2022-10-30,midmarket,APAC,104.12,-1
566,2022-10-19,smb,Europe,28.62,-1
567,2022-11-15,midmarket,Europe,107.56,1
568,2024-03-30,midmarket,North America,112.96,1
569,2023-12-30,smb,North America,33.16,-1
570,2025-04-25,midmarket,North America,123.15,-1
571,2023-06-16,enterprise,Other,290.12,1
572,2022-12-27,smb,North America,34.22,19
573,2022-03-04,smb,APAC,34.51,2
574,2022-01-10,midmarket,Europe,115.79,-1
575,2023-04-22,midmarket,North America,116.33,4
576,2025-03-27,smb,Other,26.42,-1
577,2023-10-31,smb,North America,38.09,8
578,2025-02-14,smb,Europe,32.95,-1
579,2022-05-10,smb,Europe,38.25,11
580,2022-04-30,smb,North America,42.01,25
581,2024-11-29,midmarket,North America,104.65,-1
582,2022-05-17,midmarket,Europe,117.21,1
583,2022-03-08,smb,North America,35.32,26
584,2023-05-31,smb,APAC,29.62,12
585,2025-03-26,smb,Europe,32.52,-1
586,2024-05-29,smb,North America,29.86,12
587,2022-05-07,midmarket,North America,150.75,1
588,2024-12-04,smb,North America,34.19,-1
589,2024-12-12,smb,APAC,23.68,-1
590,2024-10-18,midmarket,Europe,112.72,-1
591,2025-02-25,smb,North America,33.79,-1
592,2022-11-03,smb,Europe,32.88,7
593,2025-06-03,enterprise,Europe,324.81,-1
594,2023-02-14,smb,Europe,29.43,-1
595,2024-10-20,smb,North America,30.19,-1
596,2024-01-10,smb,North America,37.56,1
597,2024-09-21,midmarket,North America,131.2,9
598,2024-03-12,smb,Europe,32.63,-1
599,2024-03-30,smb,Europe,33.98,-1
600,2024-02-26,smb,North America,39.32,1
601,2024-09-20,enterprise,North America,337.43,-1
602,2024-08-01,smb,Europe,32.47,-1
603,2022-06-21,smb,North America,42.54,9
604,2024-11-20,smb,Europe,28.22,-1
605,2023-11-16,smb,North America,35.21,1
606,2023-02-17,enterprise,North America,464.45,-1
